control_id,control_name,group,domain_or_lens,normalized_severity,catalog_severity,applicability_for_fnnlr,gateforge_status,evidence_summary,source_required_evidence,fail_condition
D3-ADMIN-PORTAL-028,Manual credit logs,Admin Portal,D3,P0,P0 when admin can access customer data; P1/P2 for operational-only admin tools,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,admin RBAC matrix; admin MFA configuration; audit log examples for sensitive actions; impersonation workflow proof; admin session timeout configuration; read-only mode or approval workflow,"Admin or super-admin can access or change customer data without least privilege, MFA, audit logs, or authorization boundaries."
D3-ADMIN-PORTAL-029,Admin error handling,Admin Portal,D3,P0,P0 when admin can access customer data; P1/P2 for operational-only admin tools,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,admin RBAC matrix; admin MFA configuration; audit log examples for sensitive actions; impersonation workflow proof; admin session timeout configuration; read-only mode or approval workflow,"Admin or super-admin can access or change customer data without least privilege, MFA, audit logs, or authorization boundaries."
D3-ADMIN-PORTAL-030,Admin portal monitoring,Admin Portal,D3,P0,P0/P1 when applicable; calibrated by launch stage and risk,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,admin RBAC matrix; admin MFA configuration; audit log examples for sensitive actions; impersonation workflow proof; admin session timeout configuration; read-only mode or approval workflow,"Admin or super-admin can access or change customer data without least privilege, MFA, audit logs, or authorization boundaries."
D3-SUPER-ADMIN-INTERNAL-001,Super admin role definition,Super Admin Internal Operations,D3,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D3-SUPER-ADMIN-INTERNAL-002,Least privilege access,Super Admin Internal Operations,D3,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D3-SUPER-ADMIN-INTERNAL-003,Break-glass access process,Super Admin Internal Operations,D3,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D3-SUPER-ADMIN-INTERNAL-004,Emergency access logging,Super Admin Internal Operations,D3,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D3-SUPER-ADMIN-INTERNAL-005,Access approval workflow,Super Admin Internal Operations,D3,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D3-SUPER-ADMIN-INTERNAL-006,Admin user lifecycle,Super Admin Internal Operations,D3,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D3-SUPER-ADMIN-INTERNAL-007,Remove ex-employee access,Super Admin Internal Operations,D3,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D3-SUPER-ADMIN-INTERNAL-008,Internal tool access control,Super Admin Internal Operations,D3,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D3-SUPER-ADMIN-INTERNAL-009,Production data access policy,Super Admin Internal Operations,D3,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D3-SUPER-ADMIN-INTERNAL-010,Support impersonation policy,Super Admin Internal Operations,D3,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,PASS,Commercial/support docs provide repo evidence.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D3-SUPER-ADMIN-INTERNAL-011,Manual data fix policy,Super Admin Internal Operations,D3,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D3-SUPER-ADMIN-INTERNAL-012,Refund and credit policy,Super Admin Internal Operations,D3,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D3-SUPER-ADMIN-INTERNAL-013,Tenant suspension process,Super Admin Internal Operations,D3,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,PARTIAL,Code/tests/docs show tenant-isolation work; live DB evidence remains missing.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
